quad,species,individual,microh,ind,x,y,diam,height,leaves,demo,pheno,dryw,ancho,Sup_mm2,Error,lma,sla,radius,xt,yt,id,area,gdist_min,biomass
2,Leontodon montanus,1,dryas,1,15.2,7.4,1.9,2.3,2,j,v,1290,19,29.49098026,7.705396208,43.7421879,0.022861225,0.95,115.2,7.4,2.1,2.823642094,0,2580
2,Leontodon montanus,2,dryas,1,27.8,4.4,3.6,3.5,5,a,v,10895,38.7,113.4083746,11.3871243,96.06874303,0.010409213,1.8,127.8,4.4,2.2,10.13695333,0,54475
2,Leontodon montanus,3,dryas,2,0.2,27.4,4.1,3.6,4,a,v,5156,37.8,150.7308804,3.842678461,34.20666015,0.029234073,2.05,100.2,27.4,2.3,13.14831679,0,20624
2,Leontodon montanus,4,dryas,2,4.9,38,2.2,2.1,2,a,v,3826,21.8,53.2077585,4.258576694,71.9068066,0.013906889,1.1,104.9,38,2.4,3.785714054,0,7652
2,Leontodon montanus,5,dryas,2,31,35.5,3,2.9,3,a,v,4909,28.7,62.93535761,15.89498263,78.00066904,0.012820403,1.5,131,35.5,2.5,7.039550927,0,14727
2,Leontodon montanus,6,dryas,2,34.4,36.3,5.8,2.2,7,a,v,8050,32.3,90.36912874,13.95705521,89.07909274,0.011225979,2.9,134.4,36.3,2.6,26.31227702,0,56350
2,Leontodon montanus,7,dryas,2,37.3,39.5,1.5,2,3,a,v,1922,18.4,35.93182756,12.57855362,53.49018212,0.01869502,0.75,137.3,39.5,2.7,1.759887732,0,5766
2,Leontodon montanus,8,dryas,2,43.8,25.6,5.2,2.2,4,a,v,6207,34.9,113.1861328,3.669004044,54.83887334,0.01823524,2.6,143.8,25.6,2.8,21.14993967,1.100131764,24828
2,Leontodon montanus,9,dryas,2,45.9,38.4,5.2,2.3,10,a,v,15296,37.3,171.5444587,7.185391028,89.16638937,0.011214988,2.6,145.9,38.4,2.9,21.14993967,2.931664273,152960
2,Leontodon montanus,10,dryas,2,43.7,45.7,3.9,1.7,6,a,v,4574,23.9,87.40125634,2.797599741,52.33334384,0.019108276,1.95,143.7,45.7,2.1,11.89684107,2.338564199,27444
2,Leontodon montanus,11,dryas,2,43.6,48.6,1.2,1.9,2,j,v,1207,18.6,46.75259438,4.814474088,25.81674913,0.038734544,0.6,143.6,48.6,2.11,1.126328148,3.346180989,2414
2,Leontodon montanus,12,dryas,2,65.6,43.4,6.2,2.8,8,a,v,16045,47.4,96.87435762,21.13363919,165.6269047,0.006037666,3.1,165.6,43.4,2.12,30.06670418,23.11303746,128360
2,Leontodon montanus,13,dryas,2,69.8,26.2,3.6,2,5,j,v,2366,22.4,47.96046522,5.121222185,49.33229878,0.020270695,1.8,169.8,26.2,2.13,10.13695333,26.83644764,11830
2,Leontodon montanus,14,dryas,2,17.2,48.3,1.4,2.3,3,j,v,1844,23.8,74.54106909,4.22657114,24.73804069,0.040423573,0.7,117.2,48.3,2.14,1.533057757,0,5532
2,Leontodon montanus,15,dryas,2,28.6,47.7,2.8,2,4,a,v,2743,22.5,86.31882324,3.076859195,31.77754164,0.031468765,1.4,128.6,47.7,2.15,6.13223103,0,10972
2,Leontodon montanus,16,dryas,2,66.8,45.6,6.2,3.1,6,a,v,16058,53.5,171.3328492,2.756490228,93.72400026,0.010669626,3.1,166.8,45.6,2.16,30.06670418,24.77193397,96348
2,Leontodon montanus,17,dryas,2,54.3,43.5,2.1,2.3,3,j,v,1972,20.4,30.40854114,17.98679868,64.85020082,0.015420153,1.05,154.3,43.5,2.17,3.449379954,12.1270747,5916
2,Leontodon montanus,18,open,na,97.7,46.1,2.8,1.1,5,a,v,6909,21.2,87.29372366,2.383102352,79.14658363,0.012634784,1.4,197.7,46.1,2.18,6.13223103,33.80059171,34545
2,Leontodon montanus,19,open,na,6.3,97,2.8,1.1,3,j,v,1028,15.3,21.73830764,12.58037923,47.28978984,0.021146214,1.4,106.3,97,2.19,6.13223103,13.47631635,3084
2,Leontodon montanus,20,open,na,9.3,90.8,2.4,1.2,2,j,v,3281,20.1,70.49806645,2.353958005,46.54028352,0.021486762,1.2,109.3,90.8,2.2,4.505312593,15.89287559,6562
2,Leontodon montanus,21,open,na,47.2,89.7,6.3,1.4,7,a,v,10754,30.9,145.9745975,2.047475699,73.67035214,0.013573982,3.15,147.2,89.7,2.21,31.04441959,5.766577492,75278
2,Leontodon montanus,22,open,na,72.7,88.8,8.1,1.9,12,a,v,23920,31.2,271.2933625,1.465167589,88.17023674,0.011341696,4.05,172.7,88.8,2.22,51.31832626,3.497841006,287040
2,Leontodon montanus,23,open,na,40.4,78.2,3.6,1.9,4,a,v,7651,29,87.2650579,2.616338769,87.67541309,0.011405706,1.8,140.4,78.2,2.23,10.13695333,11.26484555,30604
2,Linaria alpina,1,open,na,88.6,12.4,0.5,1.1,15,j,v,195,3,2.616482206,10.4109589,74.52754678,0.013417857,0.25,188.6,12.4,2.1,0.195543081,6.871907726,2925
2,Linaria alpina,2,open,na,95.4,12.3,0.2,0.3,2,j,v,464.8157895,NA,NA,NA,71.51450487,NA,0.1,195.4,12.3,2.2,0.031286893,0.937737152,929.6315789
2,Linaria alpina,3,dryas,2,25.7,21.2,0.8,1.6,20,a,v,463,3.1,2.891034429,13.95683453,160.1502892,0.006244135,0.4,125.7,21.2,2.3,0.500590288,0,9260
2,Linaria alpina,4,dryas,2,29.6,19.8,1.9,3.4,40,a,v,535,5.2,5.46486419,12.97709924,97.89813276,0.010214699,0.95,129.6,19.8,2.4,2.823642094,0,21400
2,Linaria alpina,5,dryas,2,34.3,20,1.8,2.7,35,a,v,491,1.6,5.951601966,10.0591716,82.49879659,0.012121389,0.9,134.3,20,2.5,2.534238334,0,17185
2,Linaria alpina,6,dryas,2,38.6,21.8,0.8,1.7,20,a,v,466,5.6,6.422926182,7.589285714,72.55260091,0.013783103,0.4,138.6,21.8,2.6,0.500590288,0,9320
2,Linaria alpina,7,dryas,2,29.7,25,2.1,2.3,30,a,v,405,5,4.166659311,15.54252199,97.2001716,0.010288048,1.05,129.7,25,2.7,3.449379954,0,12150
2,Linaria alpina,8,dryas,2,34,23.3,5.5,3.4,120,a,v,846,8,12.22936615,5.803048066,69.17774723,0.014455516,2.75,134,23.3,2.8,23.66071284,0,101520
2,Linaria alpina,9,dryas,2,41.2,26.2,0.8,2,18,a,v,255,5,4.65948886,8.307692308,54.72703287,0.018272505,0.4,141.2,26.2,2.9,0.500590288,0,4590
2,Linaria alpina,10,dryas,2,30.2,30.7,1.9,2.8,35,a,v,366,6.3,5.899629741,8.748481167,62.03779153,0.016119207,0.95,130.2,30.7,2.1,2.823642094,0,12810
2,Linaria alpina,11,dryas,2,53.7,20.8,2.2,2.1,25,a,v,367,5.9,6.858051961,11.11111111,53.51373861,0.01868679,1.1,153.7,20.8,2.11,3.785714054,11.84713172,9175
2,Linaria alpina,12,dryas,2,56.3,23.2,1.2,3.1,20,a,v,465,6.7,7.326150177,9.099804305,63.47126237,0.015755162,0.6,156.3,23.2,2.12,1.126328148,13.81502464,9300
2,Linaria alpina,13,dryas,2,60.1,25.8,3.6,3.7,85,a,v,567,3,3.268814659,16.32768362,173.4573719,0.005765105,1.8,160.1,25.8,2.13,10.13695333,17.19773315,48195
2,Linaria alpina,14,dryas,2,61,22.4,2.3,2.6,130,a,v,750,9.7,10.9462146,7.072691552,68.51683687,0.014594953,1.15,161,22.4,2.14,4.1376916,18.5722941,97500
2,Linaria alpina,15,moss,1,11.8,53.2,0.7,0.9,20,j,v,120,2.7,1.652326434,13.23210412,72.62487455,0.013769387,0.35,111.8,53.2,2.15,0.383264439,0,2400
2,Linaria alpina,16,open,na,16.2,70.4,3.3,0.8,70,a,f,1018,9,13.01789503,5.286343612,78.20004675,0.012787716,1.65,116.2,70.4,2.16,8.517856621,0.066641961,71260
2,Linaria alpina,17,open,na,16.4,74.2,4,2.3,125,a,f,958,7.5,10.67739994,9.703703704,89.72221752,0.011145511,2,116.4,74.2,2.17,12.5147572,3.795947073,119750
2,Linaria alpina,18,open,na,22.7,80.5,4,1.5,80,a,v,843,7.1,9.706073718,6.720827179,86.85283303,0.011513729,2,122.7,80.5,2.18,12.5147572,11.88526755,67440
2,Linaria alpina,19,dryas,3,51.5,81.2,2.7,1.6,50,a,v,279,5.3,4.946226636,8.695652174,56.4066349,0.017728411,1.35,151.5,81.2,2.19,5.702036251,0,13950
2,Linaria alpina,20,dryas,3,50.9,79.7,0.7,0.6,18,a,v,279,4.7,4.577051749,8.692247455,60.95626951,0.016405203,0.35,150.9,79.7,2.2,0.383264439,0.704793344,5022
2,Linaria alpina,21,dryas,3,53.8,79.9,1.6,2,35,a,v,510,1.7,3.865584646,23.7486688,131.9334711,0.007579578,0.8,153.8,79.9,2.21,2.002361153,0,17850
2,Linaria alpina,22,dryas,3,57.8,82.4,2.3,1.6,40,a,v,324,4.3,3.754473758,10.4845815,86.29704745,0.011587882,1.15,157.8,82.4,2.22,4.1376916,0,12960
2,Linaria alpina,23,dryas,3,61.3,84.5,1.3,2.8,25,a,v,426,7.7,8.279553282,7.272727273,51.45205128,0.019435571,0.65,161.3,84.5,2.23,1.32187123,0,10650
2,Linaria alpina,24,moss,3,31.8,89.7,2.5,1.6,45,a,v,406,4.9,3.976695534,19.79381443,102.0948163,0.009794817,1.25,131.8,89.7,2.24,4.888577033,10.48793401,18270
2,Linaria alpina,25,dryas,3,55.5,94.6,1.7,2,40,a,v,441,5.8,6.727585069,6.766116143,65.55101057,0.015255295,0.85,155.5,94.6,2.25,2.26047802,3.513911348,17640
2,Linaria alpina,26,dryas,3,61.8,90.4,2.3,2.6,60,a,v,272,5.4,5.76701352,7.520198881,47.16479319,0.021202256,1.15,161.8,90.4,2.26,4.1376916,0,16320
2,Linaria alpina,27,dryas,3,64.4,88.4,1.3,1.9,25,a,v,303,1.1,3.473111312,12.4871001,87.24166109,0.011462414,0.65,164.4,88.4,2.27,1.32187123,0,7575
